date,time_12hr,time_24hr,headline,category
"JAN 06, 2022",11:56 AM,11:56,Asian stock markets fall after hawkish Fed minutes,MARKET
"JAN 06, 2022",11:29 AM,11:29,"PEs, VCs are here to stay in India, and will grow more robustly: Moelis India",FINANCE
"JAN 06, 2022",11:06 AM,11:06,Wockhardt board meet today; likely to consider various fund raising options,MARKET
"JAN 06, 2022",11:02 AM,11:02,Explained: How rising bond yields impact stock markets,MARKET
"JAN 06, 2022",10:44 AM,10:44,Don’t see drastic shift in US Fed’s policy; expect dollar to peak in H1 of 2022: Standard Chartered,MARKET
"JAN 06, 2022",10:17 AM,10:17,"Opening Bell: Sensex, Nifty open sharply lower amid weak global cues; Airtel, Sun Pharma rise ",MARKET
"JAN 06, 2022",9:53 AM,09:53,"Key bond market deals: Shriram Transport Finance, IOC, Bajaj Finance",MARKET
"JAN 06, 2022",9:47 AM,09:47,Dollar near five-year high to yen as US yields surge on hawkish Fed,MARKET
"JAN 06, 2022",9:16 AM,09:16,"Top stock tips by Sudarshan Sukhani, Mitessh Thakkar: India Cements, JSW Steel, Voltas more",MARKET
"JAN 06, 2022",9:09 AM,09:09,Commodities round-up: Natural gas prices jump 4% overnight; details here,MARKET
"JAN 06, 2022",8:49 AM,08:49,Here's a look at top buzzing stocks for trade on Jan 6,MARKET
"JAN 06, 2022",8:45 AM,08:45,"Bajaj Finance top gainer on Nifty50, up 3% post strong biz update",MARKET
"JAN 06, 2022",8:35 AM,08:35,"MarketBuzz Podcast With Ekta Batra: Sensex, Nifty50 likely to make gap-down start today",MARKET
"JAN 06, 2022",8:25 AM,08:25,"Thursday's brokerage calls: UPL, Shree Cement, UltraTech Cement, Godrej Properties and more",PHOTOS
"JAN 06, 2022",8:14 AM,08:14,"US stock markets closing: How S&P 500, Dow Jones, Nasdaq, Russell 2000 fared on Wednesday",MARKET
"JAN 06, 2022",8:05 AM,08:05,10 things to know before market opens on January 6,PHOTOS
"JAN 06, 2022",7:48 AM,07:48,"Trade setup for Jan 6: Can Nifty50 cross 18,000 soon? Check out key market cues before Thursday's session",MARKET
"JAN 06, 2022",7:24 AM,07:24,"Vodafone Idea, Bharti Airtel, Future Retail, HDFC Bank and more: Top stocks to watch out for on Jan 6",PHOTOS
"JAN 05, 2022",10:04 PM,22:04,Mutual Fund disclaimers should flow at same speed as rest of ad: Piyush Goyal,MARKET
"JAN 05, 2022",9:13 PM,21:13,MFIs seek extension of credit guarantee scheme till FY2023,ECONOMY
"JAN 05, 2022",9:04 PM,21:04,RBI allows offline digital payments up to Rs 200 per transaction,ECONOMY
"JAN 05, 2022",8:19 PM,20:19,Warren Buffett’s Berkshire Hathaway mulls return to yen bond market: Report,MARKET
"JAN 05, 2022",7:41 PM,19:41,News Wrap Jan 5: 'Omicron not mild for those at high risk'; Cairn withdraws lawsuits against India; BPCL divestment delayed and more,BUSINESS
"JAN 05, 2022",7:18 PM,19:18,Delhi HC stays Amazon-Future Singapore arbitration,LEGAL
"JAN 05, 2022",7:03 PM,19:03,Sebi begins recruitment drive for 120 officers,INDIA
"JAN 05, 2022",6:28 PM,18:28,Top News Podcast: India's 1st Omicron death confirmed in Rajasthan; PM Modi skips Punjab rally; IT stocks plunge and more,BUSINESS
"JAN 05, 2022",5:20 PM,17:20,"Jefferies bullish on Gland Pharma, Laurus Labs; here’s why",MARKET
"JAN 05, 2022",4:28 PM,16:28,Rupee jumps 23 paise to close at 74.35 against US dollar,MARKET
"JAN 05, 2022",4:24 PM,16:24,"CLSA’s calls on key financial stocks: ICICI Bank, SBI, Bajaj Finance, and more",MARKET
"JAN 05, 2022",4:18 PM,16:18,"Believe growth in real estate is sustainable, unsold inventory not a concern Knight Frank",REAL ESTATE
"JAN 05, 2022",3:56 PM,15:56,Warren Buffett’s five best investments as Apple becomes world’s richest company,PHOTOS
"JAN 05, 2022",3:52 PM,15:52,"TCS, Infosys, Wipro, other IT stocks drop; worst day for Nifty IT in 2 weeks",MARKET
"JAN 05, 2022",3:51 PM,15:51,"Gold price today: Yellow metal futures edge higher to Rs 47,850/10 gm; good time to take positions?",MARKET
"JAN 05, 2022",3:50 PM,15:50,"Bajaj Finance, AU Small Finance Bank, Future Retail and more: Key stocks that moved the most on Jan 5",PHOTOS
"JAN 05, 2022",3:49 PM,15:49,Udaan raises $250 million via convertible note and debt,BUSINESS
"JAN 05, 2022",3:45 PM,15:45,HFCL shares surge after company joins hands with Aprecomm,MARKET
"JAN 05, 2022",3:43 PM,15:43,"Closing Bell: Sensex closes above 60,000, Nifty at 17,925; Bajaj Twins lead",MARKET
"JAN 05, 2022",3:41 PM,15:41,"Stock Market Highlights: Sensex reclaims 60,000 led by Bajaj twins, HDFC Bank, ICICI Bank",MARKET
"JAN 05, 2022",3:14 PM,15:14,"Expect 2-3% price hike in Q4FY22 across portfolio, says MD & CEO of Mahindra Lifespaces",MARKET
"JAN 05, 2022",2:09 PM,14:09,"Gland Pharma, Laurus Labs, other pharma, healthcare stocks rally; here’s why",MARKET
"JAN 05, 2022",12:06 PM,12:06,Avenue Supermarts Q3FY22; here’s what to watch in results,MARKET
"JAN 05, 2022",11:52 AM,11:52,"Won't buy any NBFC other than Bajaj Finance, says Ajay Srivastava",FINANCE
"JAN 05, 2022",11:50 AM,11:50,Commodity Corner: Global cotton hits 4-week high,MARKET
"JAN 05, 2022",11:18 AM,11:18,AU Small Finance Bank hits 10% upper circuit after reporting strong provisional numbers,MARKET
"JAN 05, 2022",10:54 AM,10:54,Future Group shares fall 4% after Delhi HC dismisses plea for termination of Amazon arbitration,MARKET
"JAN 05, 2022",10:16 AM,10:16,"HSBC: Money to move out of India into Indonesia, China in 2022; looking at EV focused auto names",MARKET
"JAN 05, 2022",9:55 AM,09:55,"Opening Bell: Sensex, Nifty open flat; tech stocks under selling pressure",MARKET
"JAN 05, 2022",9:36 AM,09:36,Oil prices fall over raising concerns of declining demand,MARKET
"JAN 05, 2022",9:21 AM,09:21,"Top stock tips by Sudarshan Sukhani, Mitessh Thakkar: Dr Reddy's, Shree Cement, Voltas and more",MARKET
"JAN 05, 2022",9:14 AM,09:14,Here's a look at top buzzing stocks for trade on Jan 5,MARKET
"JAN 05, 2022",8:58 AM,08:58,Asian stocks fall as rising US yields hit tech companies,MARKET
"JAN 05, 2022",8:56 AM,08:56,"Key bond market deals: Reliance Jio, IOC, RCF",MARKET
"JAN 05, 2022",8:32 AM,08:32,"Wednesday's top brokerage calls: Bandhan Bank, ICICI Bank and HDFC Bank",PHOTOS
"JAN 05, 2022",8:32 AM,08:32,"MarketBuzz Podcast With Ekta Batra: Sensex, Nifty50 likely to make a weak start today",MARKET
"JAN 05, 2022",8:28 AM,08:28,Dollar surges 5-year high versus yen as Fed rate hikes seen on course,MARKET
"JAN 05, 2022",8:25 AM,08:25,"US stock markets closing: How S&P 500, Dow Jones, Nasdaq, Russell 2000 fared on Tuesday",MARKET
"JAN 05, 2022",8:00 AM,08:00,10 things to know before opening bell on January 5,PHOTOS
"JAN 05, 2022",7:37 AM,07:37,Trade setup for Jan 5: Can Nifty extend New Year rally? Check out key market cues before Wednesday's session,MARKET
"JAN 05, 2022",7:32 AM,07:32,"Bharti Airtel, BPCL, Future Retail, Bajaj Finance and more: Top stocks to watch out for on Jan 5",PHOTOS
"JAN 04, 2022",10:06 PM,22:06,OPEC and allies gradually pump more oil amid Omicron spike,MARKET
"JAN 04, 2022",8:23 PM,20:23,"SEBI to send summons through WhatsApp, Telegram: Report",MARKET
"JAN 04, 2022",8:19 PM,20:19,"News Wrap Jan 4: New COVID-19 variant 'IHU', Omicron impact on Q4 growth to near-term market uncertainties and more",BUSINESS
"JAN 04, 2022",8:17 PM,20:17,Carbon management firm EKI Energy Services hits $1 billion valuation,MARKET
"JAN 04, 2022",7:47 PM,19:47,Top News Podcast: New COVID-19 variant ‘IHU’ detected in France; China building bridge across Pangong Lake; weekend curfew in Delhi and more,BUSINESS
"JAN 04, 2022",7:45 PM,19:45,Retail Direct Scheme: RBI notifies market making scheme to promote retail participation in G-Secs,ECONOMY
"JAN 04, 2022",6:57 PM,18:57,Airtel Payment Bank gets RBI approval to operate as scheduled bank,BUSINESS
"JAN 04, 2022",5:39 PM,17:39,What investors should expect from commodity market in 2022? Edward Morse shares his view,MARKET
"JAN 04, 2022",5:04 PM,17:04,GPT Healthcare gets SEBI approval for Rs 500-crore IPO,MARKET
"JAN 04, 2022",4:53 PM,16:53,Banks Q3 business updates: Here are the key highlights,FINANCE
"JAN 04, 2022",4:30 PM,16:30,Rupee falls 29 paise to close at 74.57 against US dollar,MARKET
"JAN 04, 2022",4:21 PM,16:21,"Closing bell: Sensex ends 673 points higher, Nifty settles above 17,800 led by power, oil & gas, banks",MARKET
"JAN 04, 2022",4:09 PM,16:09,"Tata Motors, ONGC, Vedanta and more: Key stocks that moved most on Jan 4",PHOTOS
"JAN 04, 2022",3:59 PM,15:59,Expect 13% rise in silver demand led by green economy initiatives: The Silver Institute,MARKET
"JAN 04, 2022",3:55 PM,15:55,Near-term uncertainties developing due to Omicron: Wells Fargo,MARKET
"JAN 04, 2022",3:42 PM,15:42,"Stock Market Highlights: Sensex ends 673 points higher, Nifty reclaims 17,800; NTPC surges 6%, SBI 3%",MARKET
"JAN 04, 2022",3:19 PM,15:19,"Rice, palm oil, cotton kick-off 2022 on strong note, here's why",MARKET
"JAN 04, 2022",2:56 PM,14:56,India spends record $55.7 billion on gold imports in 2021,MARKET
"JAN 04, 2022",2:52 PM,14:52,Paytm shares trade under pressure; JP Morgan sees 40% upside in fintech stock,MARKET
"JAN 04, 2022",2:41 PM,14:41,Should you buy new-age co stocks? What Envision Capital's Nilesh Shah suggests,MARKET
"JAN 04, 2022",2:16 PM,14:16,"Sebi plans to rope in agency to revamp IT network, communication systems",MARKET
"JAN 04, 2022",2:05 PM,14:05,"TCS to touch Rs 5,000; expect 25% upside in Nifty IT in 2022: All Star Charts’ JC Parets",INFORMATION TECHNOLOGY
"JAN 04, 2022",12:50 PM,12:50,"CLSA downgrades Tata Motors to 'sell', reduces target price; shares fall",MARKET
"JAN 04, 2022",12:48 PM,12:48,Momentumisers: Ambuja Cements shares in focus; here’s why,MARKET
"JAN 04, 2022",12:45 PM,12:45,Vedanta share price declines over 6%; here’s why,MARKET
"JAN 04, 2022",12:38 PM,12:38,"Has IT attrition peaked, can margins expand? What Elara's Apurva Prasad thinks",EARNINGS
"JAN 04, 2022",12:36 PM,12:36,Investors' wealth zooms by over Rs 4.76 lakh cr in first two days of trading in 2022,MARKET
"JAN 04, 2022",12:29 PM,12:29,India’s divestment drive and the road ahead,ECONOMY
"JAN 04, 2022",11:35 AM,11:35,Infra stocks a good bet ahead of Union Budget? Here's what to expect,MARKET
"JAN 04, 2022",10:23 AM,10:23,Rate hikes unlikely to hinder rally in equities: White Oak Capital CEO,MARKET
"JAN 04, 2022",10:05 AM,10:05,"HDFC, Pfizer, Granules India and more: Top stocks to watch out for on Jan 4",PHOTOS
"JAN 04, 2022",9:58 AM,09:58,Sebi tweaks exercise mechanism of options on commodity futures,MARKET
"JAN 04, 2022",9:50 AM,09:50,"Top stock tips by Sudarshan Sukhani, Mitessh Thakkar: HDFC Bank, AB Capital, USL and more",MARKET
"JAN 04, 2022",9:43 AM,09:43,Earnings growth to accelerate in India; economy entering into cycle of positive growth: Emkay Investment,MARKET
"JAN 04, 2022",9:41 AM,09:41,"Opening Bell: Sensex, Nifty open higher; Maruti leads gains, Tata Motors slips",MARKET
"JAN 04, 2022",9:02 AM,09:02,Commodities round-up: Brent holds $79 per bbl ahead of OPEC meet,MARKET
"JAN 04, 2022",8:54 AM,08:54,"MarketBuzz Podcast With Ekta Batra: Sensex, Nifty50 likely to make a muted start today",MARKET
"JAN 04, 2022",8:53 AM,08:53,"Key bond market deals: RIL, HPCL, Godrej Industries",MARKET
"JAN 04, 2022",8:45 AM,08:45,"Technical picks: Bajaj Auto, Rain Industries, Balaji Amines, Asian Paints and more",PHOTOS
"JAN 04, 2022",8:31 AM,08:31,Asian stock markets trade higher despite worries of Omicron spread,MARKET
"JAN 04, 2022",8:24 AM,08:24,"Tuesday's top brokerage calls: Marico, Tata Motors and more",PHOTOS
"JAN 04, 2022",8:20 AM,08:20,10 things to know before opening bell on January 4,PHOTOS
"JAN 04, 2022",7:57 AM,07:57,"Trade setup for Jan 4: Can Nifty50 hold 17,600? Check out key market cues before Tuesday's session",MARKET
"JAN 04, 2022",7:42 AM,07:42,"US stock markets closing: How S&P 500, Dow Jones, Nasdaq, Russell 2000 fared on Monday",MARKET
"JAN 04, 2022",7:37 AM,07:37,"Apple becomes first company to hit $3 trillion market value, then slips",MARKET
"JAN 04, 2022",7:03 AM,07:03,Dollar hits one-month high vs yen as Fed rate bets lift US yields,MARKET
"JAN 03, 2022",11:27 PM,23:27,"FRL-Reliance deal: Future Retail, promoters approach Delhi high court against SIAC order",LEGAL
"JAN 03, 2022",9:08 PM,21:08,Inflation hurting consumption; rural demand sluggish: Marico's Q3 update,BUSINESS
"JAN 03, 2022",9:02 PM,21:02,News Wrap Jan 3: '3rd COVID-19 wave has begun'; Maharashtra advances electric drive; India's highest ever exports and more,BUSINESS
"JAN 03, 2022",8:53 PM,20:53,Top News Podcast: Mark Mobius’ 2022 market outlook; COVID-19 vaccination for kids; Ola Electric’s ‘big’ promises and more,BUSINESS
"JAN 03, 2022",8:04 PM,20:04,"Fin Min notifies Sebi rules related to procedure for holding inquiry, imposing penalties",MARKET
"JAN 03, 2022",5:23 PM,17:23,"Square Yards plans IPO, expects to raise Rs 1000 crore: Report",MARKET
"JAN 03, 2022",4:42 PM,16:42,"Over 500 employees, ex-staff of IPO-bound OYO buy around 3 cr shares",MARKET
"JAN 03, 2022",4:41 PM,16:41,"Stock Market Highlights: Sensex begins 2022 with 929-point jump, Nifty reclaims 17,600",MARKET
"JAN 03, 2022",4:22 PM,16:22,"Rupee pares initial losses, settles 3 paise up at 74.26/USD in first trading session of 2022",MARKET
"JAN 03, 2022",3:58 PM,15:58,Indian equity valuations justified now? Avendus Olivo's Pathak shares his investment mantra,MARKET
"JAN 03, 2022",3:49 PM,15:49,"Closing Bell: Sensex close to 60,000, Nifty breaches 17,600; Coal India, ICICI Bank lead",MARKET
"JAN 03, 2022",3:48 PM,15:48,"Tata Motors, Eicher Motors, Coal India and more: Key stocks that moved most on Jan 3",PHOTOS
"JAN 03, 2022",3:40 PM,15:40,"Nitin Spinners expects additional revenue of Rs 1,150 cr post Rs 950-cr expansion",MARKET
"JAN 03, 2022",3:24 PM,15:24,"Multiplex cinema stocks react to Omicron curbs; Inox Leisure corrects over 2%, PVR rebounds",MARKET
"JAN 03, 2022",3:22 PM,15:22,Anand Rathi Wealth shares rally over 9% ahead of earnings,MARKET
"JAN 03, 2022",3:09 PM,15:09,Inside Out: A deep dive into MTAR Tech,MARKET
"JAN 03, 2022",3:00 PM,15:00,Coal India gains; 3 factors aiding the stock; check details,MARKET
"JAN 03, 2022",2:18 PM,14:18,Sugar rates up 21% in 2021; ISMA says next couple of years to be good for industry,MARKET
"JAN 03, 2022",1:31 PM,13:31,"Mark Mobius says Indian consumer getting richer, companies like Metropolis to do well",MARKET
"JAN 03, 2022",1:01 PM,13:01,"Mark Mobius says markets will be very different in 2022, suggests going back to basics",MARKET
"JAN 03, 2022",12:59 PM,12:59,Backstory: How India reeled under the oil shock of 1973,MARKET
"JAN 03, 2022",12:55 PM,12:55,Explained: What lies ahead for markets in 2022,MARKET
"JAN 03, 2022",12:51 PM,12:51,Nippon India MF launches country's first auto ETF,MARKET
"JAN 03, 2022",12:50 PM,12:50,"William O’Neil's Kim bats for Navin Fluorine, Fine Organics",MARKET
"JAN 03, 2022",12:29 PM,12:29,Omicron largely behind us and economic revival intact so reopening plays a good bet: Kotak Institutional Equities' Sanjeev Prasad,MARKET
"JAN 03, 2022",12:08 PM,12:08,Helios Capital: See 10-15% returns in market in 2022; overweight on financials,MARKET
"JAN 03, 2022",11:55 AM,11:55,"Indigo falls 4%, SpiceJet down 2% on hike in jet fuel prices",MARKET
"JAN 03, 2022",11:53 AM,11:53,Rewinding a 2021 cassette and making a reel for 2022,MARKET
"JAN 03, 2022",11:26 AM,11:26,Automakers help India shares start 2022 on strong note,MARKET
"JAN 03, 2022",10:20 AM,10:20,Tata Motors shares jump 4% on strong sales in December; PV sales up 50%,MARKET
"JAN 03, 2022",9:49 AM,09:49,Asian stock markets mixed after Wall Street ends 2021 with big gain,MARKET
"JAN 03, 2022",9:46 AM,09:46,"Opening Bell: Sensex, Nifty open higher amid mixed global cues; Tata Motors, Eicher Motors in focus",MARKET
"JAN 03, 2022",9:17 AM,09:17,Commodities round-up: Crude oil price kicks off 2022 with gains,MARKET
"JAN 03, 2022",9:12 AM,09:12,"Top stock tips by Sudarshan Sukhani, Mitessh Thakkar: Godrej Consumer, Nestle, Bosch and more",MARKET
"JAN 03, 2022",9:00 AM,09:00,"Market setup for January 3: 20-DMA at 17,162 a trailing stop for Nifty",MARKET
"JAN 03, 2022",8:53 AM,08:53,"Tata Motors, M&M, Future Retail and more: Top stocks to watch out for on Jan 3",PHOTOS
"JAN 03, 2022",8:48 AM,08:48,"Key bond market deals: IOC, HPCL, Tata Capital Housing Finance",MARKET
"JAN 03, 2022",8:34 AM,08:34,"MarketBuzz Podcast With Ekta Batra: Sensex, Nifty50 likely to open flat today",MARKET
"JAN 03, 2022",8:16 AM,08:16,Here's a look at top buzzing stocks for trade on Jan 3,MARKET
"JAN 03, 2022",8:14 AM,08:14,"Monday's top brokerage calls: Maruti Suzuki, Reliance Industries and D-Mart",PHOTOS
"JAN 03, 2022",8:13 AM,08:13,10 things to know before opening bell on January 3,PHOTOS
"JAN 03, 2022",7:57 AM,07:57,Gold prices steady as rising Spot counter Omicron worries,MARKET
"JAN 03, 2022",7:53 AM,07:53,Trade setup for Jan 3: More upside in Nifty50? Check out key market cues before first session of 2022,MARKET
"JAN 03, 2022",7:31 AM,07:31,"Oil prices kick off 2022 on positive note, pandemic worries curb gains",MARKET
"JAN 02, 2022",3:59 PM,15:59,"IPO craze to continue in March quarter; 23 cos line up public issues worth Rs 44,000 cr",FINANCE
"JAN 02, 2022",1:39 PM,13:39,"D-Street week ahead: Omicron, auto sales, foreign fund flow likely to influence market",MARKET
"JAN 01, 2022",5:35 PM,17:35,"BOTTOMLINE: 2022, a year of significant change",MARKET
"DEC 31, 2021",7:24 PM,19:24,Rewind 2021 | Bumper returns on D-Street,MARKET
"DEC 31, 2021",6:45 PM,18:45,"Top debutants of 2021: Sigachi, Paras Defence, Latent, Tatva Chintan more than double investor money on listing day",PHOTOS
"DEC 31, 2021",6:43 PM,18:43,"From Paytm to Windlas Biotech, a look at worst Street debutants of 2021",PHOTOS
"DEC 31, 2021",6:40 PM,18:40,"Worst stocks of 2021: Hero MotoCorp, Ujjivan SFB, Spandana Sphoorty and others that burned investor money",PHOTOS
"DEC 31, 2021",6:30 PM,18:30,"Tata Motors, Bajaj Finserv, IEX and more: Top stocks of 2021 that made investors richer",PHOTOS
"DEC 31, 2021",6:05 PM,18:05,"FIIs net sellers in Indian shares, December 3rd straight month of outflows",MARKET
"DEC 31, 2021",6:02 PM,18:02,"Stock Market Highlights: Nifty up 24% in 2021, Sensex 22%; Tata Motors, Wipro among top gainers",MARKET
"DEC 31, 2021",5:29 PM,17:29,Taking Stock: Top trends and sectoral bets in 2022; experts discuss,MARKET
"DEC 31, 2021",5:20 PM,17:20,"2021: Nifty rallies 24%, best year for investors since 2017; IT stays in high demand, metals shine",MARKET
"DEC 31, 2021",4:46 PM,16:46,Reliance New Energy Solar to acquire Faradion Limited; expert evaluates deal,ENERGY
"DEC 31, 2021",4:41 PM,16:41,BSE points out 'glaring' errors in Investec report,MARKET
"DEC 31, 2021",4:35 PM,16:35,Smart Money: Top themes to invest in 2022,MARKET
"DEC 31, 2021",4:26 PM,16:26,"Technical picks: Intellect Design, NIIT, Birlasoft and other stocks analysts recommend now",PHOTOS
